MD(ft),PORO(v/v),Permeability(mD),RHOB(g/cm3),DTS(us/ft),DT(us/ft),PEF(B/E),RD(OHMM),RS(OHMM),ROP,DENC(g/cm3),NPHI(v/v),Zone
4677.51823296,-999.0,-999,2.80688964798192,105.63874821175582,64.98226158305704,8.086083519230362,710.6036772509345,838.7014094008063,18.451947065664072,0.0820371158257117,0.0615859914250111,Upper
4684.07823296,0.033153552048491,-999,3.041180577981396,148.844907181707,82.06997603997951,10.693442080449374,90.18875661729724,84.49842330030934,29.949872989991547,0.0577451603261667,0.3742700156535373,Upper
4690.63823296,-999.0,-999,2.5220499848436946,108.3926165231289,65.52735156661088,6.220700633809147,233.07498994172445,222.61501419181351,22.37109985119264,0.0609499379969313,0.0922499572867749,Upper
4697.1982329600005,0.0877682173784444,-999,2.8808491104041147,144.45756412668288,80.91593066374384,10.26009907953154,117.31029748086392,132.36621767884742,29.990301380652813,0.0493025905032172,0.362151772075003,Upper
4703.75823296,-999.0,-999,2.53295209226908,130.9178445672367,76.43395029611429,7.273859969172636,129.8975450482844,141.04552464869354,29.980300755493737,0.0194927348416902,0.2160607327250427,Upper
4710.31823296,0.0741983987897684,-999,2.522052802556116,108.38954470427888,65.52706031760883,6.220582802198823,233.0768598781491,222.6123757883649,22.37112751600549,0.060961465002289,0.0922578981126879,Upper
4716.87823296,-999.0,-999,2.652811643371025,124.01063738917,72.17968234848726,7.812428217896291,121.5862149263917,129.7362879419669,29.94233639042458,0.0570112078856408,0.2039331881715386,Upper
4723.43823296,0.0840369724489509,-999,2.522051031277464,108.3914757200592,65.52724340341122,6.220656873851504,233.0756843932261,222.6140343492837,22.37111012526965,0.0609542188623528,0.0922529063273986,Upper
4729.99823296,-999.0,-999,2.9556636033998056,143.02779873352475,77.48546409823489,9.146476198970475,127.2111755737129,148.34467195324484,29.942209189800582,0.114695171542974,0.2957949902419066,Upper
4736.55823296,0.106860795779674,-999,2.458826105881694,116.84518831961444,69.6223228128972,5.9218083467785,93.30591378136326,121.00019210033044,27.68276076050645,0.041704972548894,0.1179934291318185,Upper
4743.11823296,-999.0,-999,2.3657085529147697,119.73527228537804,72.18799748518421,6.248980240476752,362.7614200959093,388.4738811552504,17.251939024897375,0.0257579848541866,0.1225239225565388,Lower
4749.67823296,0.0724689516785261,-999,2.5320497072735,116.55493640406804,68.35935477271468,6.160267825539438,220.20211017625056,257.30813217355404,24.887739417183106,0.0562501399996306,0.1021512090877189,Lower
4756.2382329600005,-999.0,-999,2.3568843010223293,145.37043327781552,89.06664418295283,6.064125504515808,-999.0,-999.0,29.34722050802818,0.0378978946312068,0.1972675602734563,Lower
4762.79823296,0.1580881294864523,-999,2.3161201398944806,147.00217362799987,89.71211597724984,5.823678627683121,133.77200831805024,121.37043175014368,29.305781989093003,0.0403284120892976,0.2271028960324426,Lower
4769.35823296,-999.0,-999,2.17355983852109,150.43957411563505,96.02662440794552,5.191456016023362,-999.0,-999.0,29.98487383543543,0.0414999999999999,0.2045714132517841,Lower
4775.91823296,0.0551413243396419,-999,2.552843050854061,128.73828660828832,78.8573426025087,6.539557338469015,118.87044826661231,107.633108392474,25.25857567292197,0.0721485255832918,0.1955195055310568,Lower
4782.47823296,-999.0,-999,3.0125165354912955,149.54758979808764,82.3986933635678,10.609022808621678,85.75357113999449,69.14236696911307,29.94512586276553,0.0590578002023089,0.3525468012138538,Lower
4789.03823296,0.0666610978254142,-999,2.762635810604127,131.66669216473633,76.29521486855704,8.401931772131444,84.26939413067906,81.28711388404696,29.977998607151715,0.1187976769420961,0.1985027906288519,Lower
4795.59823296,-999.0,-999,2.427076151095662,117.90230926095762,70.62099219203763,5.899417490274959,86.17510034840812,102.14686623925924,27.784019548062084,0.0380386743113876,0.1291986001126248,Lower
4802.1582329600005,0.1010484879567746,-999,2.431857201001838,115.30257357360674,69.91387654438739,6.52296422941323,384.20355457808927,429.9598110964368,18.259179748367902,0.0204329208389073,0.1014325092215306,Lower
4808.71823296,-999.0,-999,2.5750027376664555,128.43798381786107,78.3287074498523,6.863345414065002,160.94520667391154,147.77038469454507,26.127036245135248,0.0571720077161014,0.1884631790973909,Lower
