MD(ft),PORO(v/v),Permeability(mD),RHOB(g/cm3),DTS(us/ft),DT(us/ft),PEF(B/E),RD(OHMM),RS(OHMM),ROP,DENC(g/cm3),NPHI(v/v),Zone
4414.7987216,-999.0,-999.0,2.602440348340985,-999.0,81.94109565590789,-999.0,69.12300910879125,78.93385253535888,-999.0,-999.0,0.1283207001065394,Upper
4421.3587216,0.0720813009255511,0.0192053429460312,2.980118876548812,-999.0,82.63815695233762,-999.0,69.61626251445543,72.7413659590298,-999.0,-999.0,0.3369025900123814,Upper
4427.9187216,-999.0,-999.0,2.5362079148556056,-999.0,107.0057856921554,-999.0,130.2308833755626,156.20819842722972,-999.0,-999.0,0.328604004707143,Upper
4434.4787216,0.0894601746890706,0.0267576580890404,2.633761864334163,-999.0,66.12231947655582,-999.0,123.0568674819508,123.2911067566874,-999.0,-999.0,0.1368492558036421,Upper
4441.0387216,-999.0,-999.0,2.911777230131566,-999.0,81.27664999496074,-999.0,76.75792310025342,84.80353586581396,-999.0,-999.0,0.2534704146111745,Upper
4447.598721599999,0.1004800217310517,0.0164461821967788,2.6590575741609137,-999.0,69.56192454064532,-999.0,180.2638628949348,155.45200754221068,-999.0,-999.0,0.167820313151822,Upper
4454.1587216,-999.0,-999.0,2.324465035929094,-999.0,170.6980296364993,-999.0,163.7673847192596,155.45199347425748,-999.0,-999.0,0.6261840503562686,Upper
4460.7187216,0.142666805416169,0.075323876708391,2.245940692634361,-999.0,142.16994589543145,-999.0,69.57609302258676,79.1231040119192,-999.0,-999.0,0.7869877787980759,Upper
4467.2787216,-999.0,-999.0,2.6076117020880574,-999.0,110.19779089604384,-999.0,398.081732043046,314.9963201698779,-999.0,-999.0,0.1082045502110393,Upper
4473.8387216,0.0770850494153089,0.012459366899356,2.772994953278516,-999.0,77.60472205436878,-999.0,135.66558005340468,124.00957214209632,-999.0,-999.0,0.2108460996623598,Upper
4480.3987216,-999.0,-999.0,2.659727646046131,-999.0,69.7547020834952,-999.0,180.5750186161024,155.46608618022458,-999.0,-999.0,0.1699312534429874,Upper
4486.9587216,0.0593154411913542,0.038149123278499,2.468335174580841,-999.0,129.7761117310829,-999.0,129.51016833832466,126.10732294311389,-999.0,-999.0,0.5415135700596319,Upper
4493.5187216,-999.0,-999.0,2.4104214329648745,-999.0,128.97115851164224,-999.0,117.6837687573562,115.72684225084728,-999.0,-999.0,0.5060721555362738,Upper
4500.0787216,0.1610531436260368,0.6972795874840638,2.345888416815124,-999.0,179.13300099295662,-999.0,160.05369833908327,152.12722950504394,-999.0,-999.0,0.6768136567299964,Upper
4506.6387216,-999.0,-999.0,2.147912844063529,-999.0,131.6806264738643,-999.0,90.82477067305824,99.74983937608968,-999.0,-999.0,0.6517338585971021,Upper
4513.1987216,0.0589320718910246,0.040428904330574,2.891571616711908,-999.0,81.76897207168705,-999.0,78.81482337869711,85.36409822346137,-999.0,-999.0,0.240385524901677,Upper
4519.7587216,-999.0,-999.0,2.3201352814714022,-999.0,122.10644552014814,-999.0,296.4471479617298,371.45877274257447,-999.0,-999.0,0.6419020659686578,Upper
4526.3187216,0.0634819841220442,0.0008939508339007,2.654290888115061,-999.0,76.07066668814127,-999.0,147.27179494358552,129.38676318462063,-999.0,-999.0,0.1882274101920175,Upper
