MD(ft),PORO(v/v),Permeability(mD),RHOB(g/cm3),DTS(us/ft),DT(us/ft),PEF(B/E),RD(OHMM),RS(OHMM),ROP,DENC(g/cm3),NPHI(v/v),Zone
4407.88637744,0.111971,-999,2.2923039222853587,-999.0,66.62019144020798,3.485918714716973,138.0593833595221,98.3123793236978,8.151437446062527,-0.0045143839598518,0.3651933834280377,Upper
4414.44637744,-999.0,-999,2.5638542199390626,-999.0,80.61935903252675,4.76908674333185,104.45253474811464,1502.7082858784051,4.910872404176145,0.0174307678332309,0.1256279238256464,Upper
4421.00637744,0.1484136055251271,-999,2.314854888593889,-999.0,97.07737140253624,2.890667246549098,67.54583163123333,70.31454177986109,23.26741668518945,0.0014727684571286,0.2168298742990919,Upper
4427.56637744,-999.0,-999,2.229854544547306,-999.0,98.2828237763185,3.034338465604304,54.5216995070931,57.00156583583828,37.20716146726611,0.016248516536452,0.2663536230839173,Upper
4434.12637744,0.182050593108283,-999,2.103887668948849,-999.0,104.5318378586854,3.8356859091931215,-999.0,-999.0,29.050536206518164,-0.0005197313499927,0.3040624582853556,Upper
4440.68637744,-999.0,-999,2.142928650798545,-999.0,109.34143404404062,2.399826179198989,59.88077903351928,48.92635624622517,12.45088512548406,0.0021261617941789,0.286330344780915,Upper
4447.246377439999,0.1692425955007993,-999,2.170454692837009,-999.0,93.99076525761,2.5248329126966933,48.56117239617007,54.03229097417825,39.58802547248533,-0.0002342486478699,0.2759958242178861,Upper
4453.80637744,-999.0,-999,2.2475420290792547,-999.0,105.58138880577329,3.0190102723378907,55.6473299148304,56.17113713719473,38.108032472074,0.0031833459213381,0.2824808956015925,Upper
4460.366377439999,0.1634724925249993,-999,2.187433364301792,-999.0,115.92891407665677,3.449611127460635,62.39596656766489,61.2046331862889,40.115725428733775,0.0125973556888663,0.359197128461695,Upper
4466.92637744,-999.0,-999,2.207338839172653,-999.0,109.61404626657315,3.290172490984656,2492.912952317709,2.27010759716032,24.287658894375653,0.0167857897583707,0.2290286060436544,Upper
4473.48637744,0.1810267230355452,-999,2.265222775545306,-999.0,88.16864791403762,2.796751461808804,64.75988218055524,67.4319338962158,29.881392253570645,0.0090655115579984,0.2391630040952969,Upper
4480.04637744,-999.0,-999,2.274260156365882,-999.0,107.0134551780404,3.1348415509747176,77.61669857663762,75.13297194665515,39.75634585254742,0.0060960567031719,0.2794394154325749,Upper
4486.60637744,0.1235682651728167,-999,2.344070719866185,-999.0,101.76899937757302,4.798541562457909,95.16678065517992,93.49322392495816,34.67811605721641,0.0267264098321567,0.3946703004604475,Upper
4493.166377439999,-999.0,-999,2.2112255226265827,-999.0,98.07471512482802,2.6742340621460663,53.36011086187947,56.7443238773889,42.17972605477639,0.0110570455240391,0.2531091781868328,Upper
4499.72637744,0.1686185222638882,-999,2.192566434418223,-999.0,92.44643236696804,2.602241412266895,39.25073187056625,43.97561961074448,42.500674862883336,0.006419086365405,0.2511037394783506,Upper
4506.286377439999,-999.0,-999,2.121251085930864,-999.0,99.09397195333588,2.1294224619132773,45.93238961241169,60.89134143665304,33.81213634062353,-0.0088907560489036,0.2842341741495163,Upper
4512.84637744,0.1854261595347089,-999,2.2212009671749096,-999.0,96.72970489994508,2.933376373443417,178.05136599744435,138.806927145215,35.92262861883937,0.0013171209435159,0.3160288199414414,Upper
4519.40637744,-999.0,-999,2.2047897776461154,-999.0000000000002,105.9479117813208,3.0206820862044474,43.398190072223066,44.98731905786708,29.352283623086123,0.026670227230117,0.2595454778780653,Upper
4525.96637744,0.2024281433033573,-999,2.1399918478963067,-999.0,103.47473905428636,2.777788093326548,48.35002652475503,50.06559885993024,21.654489022971266,0.002483357711887,0.2991825528924232,Upper
4532.52637744,-999.0,-999,2.4464981639072607,-999.0,84.9811718990443,3.501324393261509,364.8881780210685,280.7878290323268,8.88242549408728,-0.0038444367684699,0.1804025064776644,Upper
4539.08637744,0.0598258494533466,-999,2.5237656750721222,-999.0,56.60014519258184,5.701998044441755,58.80428302893589,34.07920740126215,4.013213727960031,0.0258765646520975,0.0764220764371032,Upper
4545.64637744,-999.0,-999,2.522418158418565,-999.0,73.05280823427823,5.309545846528135,273.5412364156469,260.1735473974222,17.043445785158752,0.0113182441419167,0.1267548151083852,Upper
4552.206377439999,0.0635637514431585,-999,2.615202674860284,-999.0,62.00184671951959,5.169162149220895,11.254029638284145,11.656447905906887,10.71912133740519,0.0082966662093988,0.0750808114824961,Lower
4558.76637744,-999.0,-999,2.5039408870570066,-999.0,76.95390509903729,4.069870830463913,514.1515492996484,381.5467389253144,13.437516029558102,-0.0108278761110448,0.199563515916758,Lower
4565.326377439999,0.0602585222470338,-999,2.54811100420642,-999.0,76.12418808991785,5.15357848615052,389.2192968800162,336.47148431172405,14.606568832780752,0.0267100908453743,0.1323552285912085,Lower
4571.88637744,-999.0,-999,2.582694493344728,-999.0,72.3710316640246,5.6740173242594185,78.05873863340662,29.328147121405603,6.869453458773974,0.0411256721638572,0.0978377318336305,Lower
4578.44637744,0.1868020367397903,-999,2.135704502747583,-999.0,83.3466328780471,5.325150449918588,112.73077903119128,84.60996705245219,39.5694601879412,0.047997127662564,0.3709196105187419,Lower
4585.00637744,-999.0,-999,2.082956728499286,-999.0,105.74298078201892,2.9872178942306,123.13380584572369,63.11329929954472,29.034414097306048,-0.0004418354388986,0.3573809580006948,Lower
4591.56637744,0.1803887338057174,-999,2.2206568226519554,-999.0,106.6934480614988,3.385375450522064,47.08698815366225,54.583347283625486,29.932993901234507,0.020659419295708,0.3186975120117215,Lower
4598.12637744,-999.0,-999,2.1892930262168795,-999.0,89.21372472899556,3.898588734701397,89.41418616777538,81.43533326753102,39.75430200694816,0.0293650290455073,0.3733701300224913,Lower
4604.68637744,0.2111922914377659,-999,2.128122437346782,-999.0,96.9221328898041,2.072661776856047,46.94768069869028,60.63714207617053,16.52607699789414,-0.0082537444400397,0.2776994556053951,Lower
4611.246377439999,-999.0,-999,2.058925610331145,-999.0,98.1307951279633,6.426580337121973,-999.0,-999.0,46.89162316716231,0.0277603071628401,0.3693208517771284,Lower
4617.80637744,0.2447683126861911,-999,2.057801326965315,-999.0,108.34082441379854,3.860538946172456,-999.0,-999.0,29.61153365937122,0.0036429582976442,0.3687047363941584,Lower
4624.366377439999,-999.0,-999,2.1706979966649573,-999.0,103.86265006095664,2.144109863980666,44.75856141082491,50.038192541021374,18.204969813814216,-0.0051984714235809,0.2542495302177663,Lower
4630.92637744,0.2129194665330601,-999,2.059173269170195,-999.0,97.91241242565908,6.520260643314746,-999.0,-999.0,46.89088874626998,0.0305844053483483,0.3685715910399719,Lower
4637.48637744,-999.0,-999,2.0968695993831457,-999.0,109.18735968288448,2.0439454006081683,20.67988386038236,35.15726574152924,10.3712,-0.0115757747280624,0.2980487858992193,Lower
4644.04637744,0.222107902834564,-999,2.1035753006817988,-999.0,112.29642431086242,2.1118926088652743,33.398761929678265,42.41288189848705,10.376277525543784,-0.0117898799910038,0.2920931901461162,Lower
4650.60637744,-999.0,-999,2.1072114197642864,-999.0,109.62689748693748,2.2679923019590014,26.978465770014807,35.64235008187796,10.226413768545424,-0.0049987694499246,0.2980197719730116,Lower
4657.166377439999,0.2176823961643739,-999,2.136946737446055,-999.0000000000002,117.08649592473346,2.339054809932875,-999.0,-999.0,12.588019551540391,-0.0034509526701743,0.2808895529178154,Lower
4663.72637744,-999.0,-999,2.005237084682731,-999.0,103.45088975595694,6.67877960061431,-999.0,-999.0,46.8954,0.0292519382943765,0.4401930363764038,Lower
4670.286377439999,0.2430919114477954,-999,2.042940290982928,-999.0,100.58634751212998,6.805885558253396,-999.0,-999.0,46.8190708656574,0.0286997706386084,0.4208113437746662,Lower
4676.84637744,-999.0,-999,2.121826266867824,-999.0,92.79733526170205,3.378990710714947,53.36808489407689,54.81623484980729,13.50221370788133,0.011997897504439,0.3249754572780622,Lower
4683.40637744,0.2228172246573034,-999,2.054487405205136,-999.0,90.7240708225619,9.362183178706331,17.80421885208952,6.836882294702752,46.89350357242198,0.0860864795432953,0.4631628147073195,Lower
4689.96637744,-999.0,-999,2.1035751215485248,-999.0,112.29645072580615,2.11188956337764,33.39748007239029,42.41238765491147,10.376279767484393,-0.0117897684045145,0.2920953233193062,Lower
4696.52637744,0.2104345139159556,-999,2.105500018122135,-999.0,107.5081029153027,2.099230358243796,28.42657386141989,37.49686742469051,10.153881485140792,-0.0095114307044564,0.2990156997781963,Lower
