MD(ft),PORO(v/v),Permeability(mD),RHOB(g/cm3),DTS(us/ft),DT(us/ft),PEF(B/E),RD(OHMM),RS(OHMM),ROP,DENC(g/cm3),NPHI(v/v),Zone
4434.4855276,0.046906,-999,2.711619072110712,140.4461961222227,76.25289115773855,0.1044942783667862,194.3766046515248,324.75365665680687,27.33252766624974,0.1044942783667862,0.1300942783667862,Upper
4441.045527599999,-999.0,-999,2.569643711651214,118.55605171575732,68.90450280741608,0.0622706543723343,205.97198882486603,293.42538888503816,28.43689601343038,0.0622706543723343,0.1007604805813091,Upper
4447.6055276,0.0675524892144396,-999,2.729755843534988,138.0935352177057,72.89475944964181,0.0674801785561202,196.02066930521283,336.12373953123006,27.341782358031,0.0674801785561202,0.1155386820065747,Upper
4454.165527599999,-999.0,-999,2.5558016956675926,99.97877844682012,59.55609918473341,0.0619026626130493,871.1746108456332,1780.542973708585,23.665377039553785,0.0619026626130493,0.09467004320587,Upper
4460.7255276,0.0724663482913309,-999,2.569649325708774,118.58019964867266,68.90927662769406,0.0622968533076113,205.89432769529483,293.0634693077113,28.4356496926522,0.0622968533076113,0.1007511238187102,Upper
4467.285527599999,-999.0,-999,2.8749981579978323,151.7026418642968,79.49283054477281,0.0373862405720479,93.19144836083704,62.41319270406584,27.331532257579745,0.0373862405720479,0.3395709696810159,Upper
4473.8455276,0.0645054344634994,-999,2.584749915496774,114.8014485657032,67.17055087545805,0.0666499154967741,175.21179169419295,205.3525580825793,27.31008512065809,0.0666499154967741,0.096100901367742,Upper
4480.405527599999,-999.0,-999,2.679598346918481,113.04350880024369,66.36704709624951,0.0604521122708297,539.86776660603,878.7891567873169,27.25820215247381,0.0604521122708297,0.064752295946554,Upper
4486.965527599999,0.0600464693975411,-999,2.8954409151901674,161.87544587572927,78.03490106595905,0.0249874210325396,45.419442893716585,67.92698831525577,27.16535103053552,0.0249874210325396,0.3828646754620371,Upper
4493.5255276,-999.0,-999,2.679607055891662,113.05478933967224,66.37391121861162,0.0604409841384318,539.7478246920547,878.5038411492725,27.25845422886422,0.0604409841384318,0.0647402001504694,Upper
4500.085527599999,0.0781849707159933,-999,2.8954468512998064,161.87165878998766,78.03503105153935,0.0249956402612702,45.45574448727704,67.92242207707207,27.16521967508377,0.0249956402612702,0.3828550863618513,Upper
4506.6455276,-999.0,-999,2.563549964276828,119.53273242679911,71.77549666834412,0.069449569441764,139.98529048579678,159.69045349627305,23.57497229385954,0.069449569441764,0.1164495130367549,Upper
4513.205527599999,0.0529541512335238,-999,2.6760206349549542,115.91436399622653,67.81251718716477,0.0563808632290714,515.8741128049385,831.8912022018402,27.31052190099403,0.0563808632290714,0.0622920813361674,Lower
4519.7655276,-999.0,-999,2.651353974374771,117.15408094317924,68.49114928771456,0.0535,343.00687895452984,537.6317953757565,25.733025845934137,0.0535,0.1167891926798704,Lower
4526.325527599999,0.059953355102249,-999,2.7295670898441773,138.0843331585779,72.88590196100999,0.0671774125688482,195.9925462720855,335.95525469312474,27.341615139996183,0.0671774125688482,0.115503211514342,Lower
4532.8855276,-999.0,-999,2.509350041341644,100.82671744050236,59.5315240433535,0.049749639737102,693.640784263143,488.7708196988378,27.36390061421871,0.049749639737102,0.0852998228215255,Lower
4539.4455276,0.0394032169833446,-999,2.637083333538541,123.8768468300928,69.95717655909422,0.0686336739845009,292.52358305537314,339.3454738540401,27.30285044510188,0.0686336739845009,0.128685713582145,Lower
4546.005527599999,-999.0,-999,2.679595706657431,113.04008892877847,66.36496613049884,0.0604554859377265,539.9041288679309,878.8756546729281,27.258125731584546,0.0604554859377265,0.0647559629757897,Lower
4552.5655276,0.125422150338428,-999,2.421502549544236,120.65391469683624,70.76684575257374,0.0552595607908839,112.25359938338836,108.99938621851348,26.866293340229195,0.0552595607908839,0.1616244349463902,Lower
4559.125527599999,-999.0,-999,2.291796657942347,183.7160520837857,91.3186636064541,0.0389379034964285,39.32000000000001,40.48245352658168,27.3626244211796,0.0389379034964285,0.219562210589796,Lower
4565.6855276,0.1925716747040398,-999,2.278502310032809,169.08933088713357,89.78914456715366,0.0418561093766321,41.50274011138267,41.695579009675285,27.378759482352194,0.0418561093766321,0.2264630394750586,Lower
4572.245527599999,-999.0,-999,2.4503006071131144,186.25152415245665,90.06126640372933,0.0449490543045725,124.38696158886708,138.91157929760735,27.395598295413183,0.0449490543045725,0.3092487273975113,Lower
4578.8055276,0.0901719386890114,-999,2.895446903953547,161.87162519825154,78.03503220452124,0.0249957131664489,45.45606648514939,67.92238157419504,27.165218509951007,0.0249957131664489,0.3828550013058095,Lower
4585.365527599999,-999.0,-999,2.895450401589033,161.86939379649348,78.03510879377012,0.0250005560463546,45.4774558713998,67.91969108535851,27.16514111355548,0.0250005560463546,0.3828493512792528,Lower
