MD(ft),PORO(v/v),Permeability(mD),RHOB(g/cm3),DTS(us/ft),DT(us/ft),PEF(B/E),RD(OHMM),RS(OHMM),ROP,DENC(g/cm3),NPHI(v/v),Zone
4514.76705032,-999,-999,2.569488670526342,-999.0,69.63254310278022,5.526419898843211,325.683354220721,376.7369082169666,7.845299176610776,0.0198429512589103,0.1198121665063124,Upper
4521.32705032,-999,-999,2.492853568245851,-999.0,72.1292165092435,5.26220049260712,176.93391045195202,176.45016348404909,23.24819779133964,0.0302204839982287,0.1446191103845214,Upper
4527.88705032,-999,-999,2.497331740568572,-999.0,90.8875535604963,4.277060331161937,386.4121414065755,478.2684843859437,6.893528161432706,-0.0025242807911622,0.1831826001368162,Upper
4534.44705032,-999,-999,2.523192761701716,-999.0,56.57565714628928,5.671225740084033,49.316997716092594,29.16399068859684,4.222377614642044,0.0228581183998764,0.0786959945446154,Upper
4541.00705032,-999,-999,2.4947619398988823,-999.0,70.5848190005996,5.952904308024259,226.5748448130992,220.0454015939004,23.250163758301884,0.0358719174776617,0.1374577901870234,Upper
4547.56705032,-999,-999,2.5012190278584767,-999.0,72.93145009408748,5.322581596813528,229.34658766886483,224.56840556725712,14.402096116003744,0.004343568514557,0.1421917413592855,Upper
4554.12705032,-999,-999,2.615781953429712,-999.0,75.67843768585317,6.217157830515478,10.667268362824226,7.667378021242525,8.62836986971395,0.036816351888805,0.1009200280266651,Upper
4560.68705032,-999,-999,2.509051486662345,-999.0,92.31778370996727,4.636797632548786,516.4499202942535,363.5251371022949,13.730436888096346,0.0231728710656088,0.2066454373962188,Upper
4567.24705032,-999,-999,2.545721557101475,-999.0,79.12084103303702,6.123667662914128,221.57293546931967,243.31512110884705,6.6531618587320605,0.0537541321265881,0.1749543272901845,Upper
4573.80705032,-999,-999,2.4791350500399734,-999.0,94.45800790351952,4.323328424460633,484.4235754433837,339.2687997068101,22.330595290990008,0.0187114260168287,0.1956306494715193,Upper
4580.36705032,-999,-999,2.502722992663573,-999.0,61.404877062793,5.696550988886293,309.0160874053196,291.6651402763817,26.555131632407267,0.0350943351725852,0.1258594988015196,Upper
